Response ID,Gender,Industry,Year,Occupation,Policy,HowmuchWork,WhichDays,AllowRemote,Encouraged,WellPrepared,Common,Permission,Collaborate
768,Female,Information Media and Telecommunications,1982,"Managers - Chief Executives, General Managers and Legislators",5,5,4,4,5,4,5,4,5
769,Male,"Professional, Scientific and Technical",1976,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,4,5,3,4,3
770,Male,Health Care and Social Assistance,1969,"Managers - Chief Executives, General Managers and Legislators",5,3,5,5,3,5,5,5,3
771,Female,Financial and Insurance,1985,Clerical and administrative workers - Clerical and Office Support Workers,5,5,2,5,4,4,4,4,5
772,Female,Financial and Insurance,1977,Clerical and administrative workers - Clerical and Office Support Workers,4,2,2,3,4,4,4,4,4
773,Male,Public Administration and Safety,1968,Clerical and administrative workers - General Clerical Workers,3,3,3,3,3,3,3,3,3
774,Male,Manufacturing,1995,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,5,5,5,2
775,Male,Wholesale Trade,1968,"Managers - Chief Executives, General Managers and Legislators",3,4,2,1,3,3,3,3,4
776,Male,Education and Training,1992,Professionals - Education Professionals,5,5,5,1,5,4,5,5,2
777,Male,Manufacturing,1991,Professionals - ICT Professionals,4,5,5,4,4,4,4,4,4
778,Male,Construction,1976,Managers - Specialist Managers,5,3,4,4,4,4,4,5,3
779,Female,Health Care and Social Assistance,1985,Community and personal service workers - Health and Welfare Support Workers,4,1,4,5,5,4,4,4,4
780,Male,Construction,1983,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,3,3,5,5,1,1,1,1,2
781,Female,Other Services,1970,"Managers - Chief Executives, General Managers and Legislators",3,5,5,5,5,1,5,5,4
782,Male,Health Care and Social Assistance,1986,Professionals - Health Professionals,4,4,4,4,5,5,5,5,5
783,Male,"Rental, Hiring and Real Estate",1985,Clerical and administrative workers - Other Clerical and Administrative Workers,4,1,4,5,4,4,4,4,4
784,Male,Education and Training,1970,"Managers - Chief Executives, General Managers and Legislators",4,5,5,5,4,4,5,5,4
785,Male,Information Media and Telecommunications,1986,"Technicians and trades workers - Engineering, ICT and Science Technicians",5,5,4,4,4,5,5,5,4
786,Female,"Rental, Hiring and Real Estate",1971,Managers - Specialist Managers,3,4,5,5,3,4,1,4,1
787,Female,Health Care and Social Assistance,1967,Managers - Farmers and Farm Managers,5,5,5,5,5,5,5,5,5
788,Male,Administrative and Support,1960,Clerical and administrative workers - Office Managers and Program Administrators,5,4,4,5,5,4,5,5,3
789,Male,Financial and Insurance,1971,Managers - Specialist Managers,4,4,4,5,5,5,4,5,4
790,Male,Financial and Insurance,1988,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,2,5,2,1,5
791,Male,"Professional, Scientific and Technical",1957,Professionals - ICT Professionals,4,4,4,5,5,4,4,5,5
792,Male,Health Care and Social Assistance,1966,Managers - Specialist Managers,5,2,5,4,2,5,4,4,2
793,Male,"Professional, Scientific and Technical",1990,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,3,4,4,4,3
794,Female,Education and Training,1964,Managers - Specialist Managers,4,1,3,5,5,2,5,5,2
795,Female,Wholesale Trade,1977,Clerical and administrative workers - Inquiry Clerks and Receptionists,3,3,3,3,3,2,3,3,3
796,Male,Information Media and Telecommunications,1997,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,3,5,5,3,5
797,Male,Financial and Insurance,1975,"Professionals - Business, Human Resource and Marketing Professionals",4,4,5,5,5,4,4,4,5
798,Female,Retail Trade,1981,Managers - Specialist Managers,5,4,5,4,5,5,5,5,4
799,Male,Financial and Insurance,1957,Sales workers - Sales Representatives and Agents,5,1,1,2,5,5,5,5,4
800,Male,Manufacturing,1980,"Managers - Chief Executives, General Managers and Legislators",3,3,3,3,3,4,4,4,4
801,Male,Information Media and Telecommunications,1980,"Managers - Chief Executives, General Managers and Legislators",5,4,5,5,5,4,5,5,5
802,Male,Education and Training,1960,Managers - Specialist Managers,5,4,5,5,2,4,2,5,4
803,Male,Public Administration and Safety,1966,"Managers - Chief Executives, General Managers and Legislators",5,5,5,4,5,5,5,5,5
804,Male,Other Services,1965,Managers - Specialist Managers,5,5,5,5,3,5,3,5,1
805,Male,Retail Trade,1985,"Managers - Chief Executives, General Managers and Legislators",3,2,2,4,3,4,4,4,4
806,Male,Public Administration and Safety,1959,Technicians and trades workers - Automotive and Engineering Trades Workers,4,4,4,5,5,4,5,4,4
807,Male,Education and Training,1969,"Managers - Chief Executives, General Managers and Legislators",3,4,5,3,3,5,4,5,5
808,Male,Health Care and Social Assistance,1966,Managers - Specialist Managers,4,3,4,4,4,4,4,4,2
809,Male,Financial and Insurance,1964,"Managers - Chief Executives, General Managers and Legislators",3,4,4,4,1,3,2,2,3
810,Male,"Electricity, Gas, Water and Waste",1992,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5
811,Male,Education and Training,1965,Technicians and trades workers - Automotive and Engineering Trades Workers,3,3,3,3,3,3,3,3,3
812,Male,Education and Training,1960,Professionals - Education Professionals,1,5,1,1,5,1,3,5,5
813,Female,Public Administration and Safety,1971,Managers - Specialist Managers,5,5,5,4,5,5,5,5,5
814,Female,Administrative and Support,1963,"Professionals - Business, Human Resource and Marketing Professionals",2,4,4,4,4,4,3,4,4
815,Male,"Professional, Scientific and Technical",1982,Managers - Farmers and Farm Managers,5,5,4,3,5,5,5,5,4
816,Male,Wholesale Trade,2000,Sales workers - Sales Support Workers,5,2,2,1,5,5,3,5,1
817,Male,Education and Training,1973,Managers - Specialist Managers,3,1,1,1,1,4,1,3,2
818,Male,Financial and Insurance,1961,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,5,3,5,5
819,Female,Manufacturing,1988,"Managers - Chief Executives, General Managers and Legislators",5,4,4,4,4,4,5,5,4
820,Male,"Transport, Postal and Warehousing",1980,Clerical and administrative workers - Clerical and Office Support Workers,2,4,4,1,1,4,2,1,5
821,Male,Information Media and Telecommunications,1972,Professionals - ICT Professionals,2,1,1,4,5,2,5,5,5
822,Male,"Professional, Scientific and Technical",1994,"Professionals - Design, Engineering, Science and Transport Professionals",4,3,4,4,3,4,4,4,2
823,Male,Administrative and Support,1993,Clerical and administrative workers - Personal Assistants and Secretaries,4,4,4,5,4,4,4,5,5
824,Female,Wholesale Trade,1983,"Professionals - Business, Human Resource and Marketing Professionals",5,4,3,4,4,4,5,4,3
825,Male,Accommodation and Food,1972,"Managers - Chief Executives, General Managers and Legislators",1,1,1,5,5,3,1,3,2
826,Male,Wholesale Trade,1963,"Managers - Chief Executives, General Managers and Legislators",2,4,5,4,2,4,4,2,5
827,Male,Education and Training,1965,Professionals - Education Professionals,3,4,4,4,3,2,5,4,4
828,Male,"Professional, Scientific and Technical",1981,Sales workers - Sales Representatives and Agents,5,4,5,3,5,5,4,5,5
829,Male,"Professional, Scientific and Technical",1965,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,1,3,5,5,5,4
830,Male,"Transport, Postal and Warehousing",1981,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,4,5,5,4,4,5
831,Male,"Professional, Scientific and Technical",1970,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,2,3,5,1,3,4,3,5
832,Male,Information Media and Telecommunications,1976,Managers - Specialist Managers,4,5,5,5,4,5,5,5,2
833,Male,Retail Trade,1971,"Professionals - Business, Human Resource and Marketing Professionals",5,4,2,5,5,5,3,5,5
834,Female,Information Media and Telecommunications,1963,Managers - Specialist Managers,4,4,4,5,3,4,4,4,4
835,Male,Information Media and Telecommunications,1973,Sales workers - Sales Representatives and Agents,4,4,4,4,5,5,5,5,3
836,Female,Other Services,1976,"Professionals - Business, Human Resource and Marketing Professionals",5,2,4,4,2,5,5,5,5
837,Female,Information Media and Telecommunications,1988,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,5,3,5,4,1,4,5
838,Male,"Professional, Scientific and Technical",1970,"Professionals - Business, Human Resource and Marketing Professionals",3,2,4,4,4,4,4,3,3
839,Male,Manufacturing,1968,Managers - Specialist Managers,3,4,5,5,5,5,4,5,5
840,Female,Financial and Insurance,1996,Professionals - Health Professionals,4,1,5,3,3,1,2,4,5
841,Female,Education and Training,1986,Community and personal service workers - Carers and Aides,2,3,4,4,4,2,4,3,4
842,Female,Health Care and Social Assistance,1984,Professionals - Health Professionals,3,3,3,3,3,4,4,4,4
843,Female,"Professional, Scientific and Technical",1993,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,5,4,2,3,4,4,4
844,Male,Accommodation and Food,2002,"Managers - Hospitality, Retail and Service Managers",2,4,3,1,1,1,2,4,2
845,Female,Administrative and Support,1977,Managers - Specialist Managers,4,5,5,4,4,4,5,5,5
846,Male,Financial and Insurance,1998,"Professionals - Business, Human Resource and Marketing Professionals",4,4,5,4,4,5,5,5,5
847,Male,"Electricity, Gas, Water and Waste",1981,"Managers - Chief Executives, General Managers and Legislators",4,2,5,4,2,4,2,5,5
848,Male,"Professional, Scientific and Technical",1970,Professionals - ICT Professionals,5,4,5,3,4,4,5,5,4
849,Male,Financial and Insurance,1980,"Professionals - Legal, Social and Welfare Professionals",4,3,3,5,5,2,5,5,4
850,Female,Manufacturing,1972,Managers - Specialist Managers,3,4,3,4,4,4,3,4,4
851,Male,Education and Training,1967,Professionals - Education Professionals,1,1,1,1,4,1,2,4,1
852,Male,Manufacturing,1958,Machinery operators and drivers - Machine and Stationary Plant Operators,3,1,1,1,1,3,1,3,4
853,Female,Other Services,1998,Sales workers - Sales Support Workers,4,4,4,4,4,4,3,4,4
854,Male,Public Administration and Safety,1973,"Professionals - Legal, Social and Welfare Professionals",3,1,2,3,2,3,3,2,4
855,Male,Other Services,1983,Managers - Specialist Managers,3,2,4,4,2,4,5,4,4
856,Female,Health Care and Social Assistance,1988,"Professionals - Legal, Social and Welfare Professionals",4,3,4,4,2,2,4,3,4
857,Male,Education and Training,1983,Professionals - Education Professionals,5,5,5,5,3,3,3,3,3
858,Female,Arts and Recreation,1993,Professionals - Arts and Media Professionals,5,3,3,5,4,4,4,5,4
859,Male,Other Services,1992,"Professionals - Design, Engineering, Science and Transport Professionals",3,2,2,4,3,2,4,3,2
860,Female,Other Services,1983,Clerical and administrative workers - Other Clerical and Administrative Workers,1,1,1,5,1,5,1,1,4
861,Male,Information Media and Telecommunications,1977,"Technicians and trades workers - Engineering, ICT and Science Technicians",5,4,3,4,2,4,3,4,2
862,Male,"Electricity, Gas, Water and Waste",1992,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5
863,Female,Public Administration and Safety,1982,Professionals - Arts and Media Professionals,4,2,4,2,2,2,4,4,4
864,Male,Information Media and Telecommunications,1978,Managers - Specialist Managers,4,4,4,4,5,4,5,4,4
865,Female,Construction,1980,"Managers - Chief Executives, General Managers and Legislators",4,4,4,5,2,4,1,4,5
866,Male,Other Services,1989,Sales workers - Sales Representatives and Agents,4,2,2,5,5,5,5,4,5
867,Female,Retail Trade,1992,Clerical and administrative workers - General Clerical Workers,1,1,1,1,1,5,1,1,5
868,Female,Education and Training,1957,Professionals - Education Professionals,3,5,5,5,3,5,1,3,5
869,Female,Public Administration and Safety,1961,"Professionals - Business, Human Resource and Marketing Professionals",5,3,2,5,5,5,4,5,5
870,Male,Education and Training,1957,Professionals - Education Professionals,5,1,1,1,2,5,1,2,3
871,Female,"Professional, Scientific and Technical",1963,Clerical and administrative workers - Personal Assistants and Secretaries,4,4,3,4,5,5,5,5,5
872,Male,Wholesale Trade,1974,"Professionals - Design, Engineering, Science and Transport Professionals",4,4,4,2,4,4,4,4,4
873,Male,"Professional, Scientific and Technical",1961,Professionals - Education Professionals,4,4,4,4,4,4,4,4,4
874,Male,Information Media and Telecommunications,1980,"Managers - Chief Executives, General Managers and Legislators",5,5,4,4,4,5,5,4,5
875,Male,Retail Trade,1996,Sales workers - Sales Assistants and Salespersons,3,1,1,5,1,1,1,3,3
876,Female,"Professional, Scientific and Technical",1988,"Managers - Chief Executives, General Managers and Legislators",5,5,5,1,5,5,5,5,5
877,Female,Other Services,1970,Community and personal service workers - Hospitality Workers,4,4,4,4,4,4,4,4,4
878,Male,Manufacturing,1958,Clerical and administrative workers - Numerical Clerks,4,1,1,5,1,4,1,4,4
879,Male,"Electricity, Gas, Water and Waste",1995,Technicians and trades workers - Construction Trades Workers,3,4,4,5,4,4,3,5,2
880,Male,Manufacturing,1973,"Managers - Chief Executives, General Managers and Legislators",5,5,5,4,4,4,5,5,5
881,Female,Financial and Insurance,1970,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,4,4,5,5
882,Male,Information Media and Telecommunications,1980,"Managers - Chief Executives, General Managers and Legislators",4,5,5,5,5,5,5,5,4
883,Female,Information Media and Telecommunications,1973,Professionals - ICT Professionals,5,2,2,5,1,4,5,1,5
884,Male,Retail Trade,1989,"Managers - Chief Executives, General Managers and Legislators",3,3,1,2,3,3,3,3,3
885,Female,Health Care and Social Assistance,1995,Technicians and trades workers - Skilled Animal and Horticultural Workers,3,2,4,5,3,2,3,3,3
886,Female,"Transport, Postal and Warehousing",1973,"Professionals - Design, Engineering, Science and Transport Professionals",1,3,1,1,5,5,5,3,5
887,Female,Financial and Insurance,1997,Clerical and administrative workers - General Clerical Workers,2,1,1,2,3,4,3,2,4
888,Male,Financial and Insurance,1974,Managers - Specialist Managers,5,5,2,2,5,4,3,5,3
889,Male,Financial and Insurance,1967,Clerical and administrative workers - Other Clerical and Administrative Workers,5,3,5,4,4,4,4,4,4
890,Female,Other Services,1967,"Professionals - Legal, Social and Welfare Professionals",5,4,4,4,4,5,4,4,4
891,Male,Retail Trade,1967,Managers - Specialist Managers,5,4,2,5,5,5,4,5,5
892,Male,Arts and Recreation,1983,Professionals - Arts and Media Professionals,2,2,1,5,2,4,2,3,2
893,Male,Arts and Recreation,1957,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,3,5,5,5,5,5
894,Female,"Electricity, Gas, Water and Waste",1996,Professionals - ICT Professionals,4,2,4,5,4,5,3,4,5
895,Female,"Electricity, Gas, Water and Waste",1996,Labourers - Cleaners and Laundry Workers,4,3,4,3,4,3,4,3,4
896,Male,"Professional, Scientific and Technical",1974,Professionals - Arts and Media Professionals,4,4,4,4,2,4,4,4,1
897,Female,Other Services,1973,Managers - Specialist Managers,1,1,4,5,5,2,1,2,5
898,Female,Financial and Insurance,1974,Clerical and administrative workers - Numerical Clerks,4,2,2,4,4,4,4,4,3
899,Male,Manufacturing,1962,Technicians and trades workers - Construction Trades Workers,4,1,1,5,5,2,3,1,1
900,Male,"Transport, Postal and Warehousing",1969,Clerical and administrative workers - Office Managers and Program Administrators,5,5,5,1,5,5,5,5,5
901,Female,"Professional, Scientific and Technical",2000,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,5,5,5,5,3
902,Male,Information Media and Telecommunications,1968,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5
903,Female,Other Services,1980,Clerical and administrative workers - Inquiry Clerks and Receptionists,5,5,5,3,5,4,4,5,4
904,Female,Financial and Insurance,1987,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,2,4,4,5,2
905,Female,Financial and Insurance,1961,Professionals - ICT Professionals,4,4,1,5,5,5,5,5,5
906,Male,Information Media and Telecommunications,1969,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5
907,Female,Health Care and Social Assistance,1985,"Professionals - Legal, Social and Welfare Professionals",2,1,3,4,1,4,3,1,5
908,Male,Financial and Insurance,1963,Managers - Specialist Managers,5,4,4,4,2,4,3,4,5
909,Female,"Professional, Scientific and Technical",1983,Managers - Specialist Managers,3,2,2,4,3,4,5,5,3
910,Male,Information Media and Telecommunications,1965,Managers - Specialist Managers,5,5,5,5,3,4,4,5,5
911,Male,"Professional, Scientific and Technical",1986,Technicians and trades workers - Automotive and Engineering Trades Workers,4,2,2,2,4,4,4,4,4
912,Female,Health Care and Social Assistance,1975,Managers - Specialist Managers,5,1,1,1,5,5,1,5,1
913,Male,Public Administration and Safety,1981,"Managers - Chief Executives, General Managers and Legislators",5,4,4,4,5,4,3,4,3
914,Male,Financial and Insurance,1995,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,3,3,4,3,4,4,4
915,Female,Financial and Insurance,1977,Sales workers - Sales Representatives and Agents,5,5,5,2,5,5,4,4,5
916,Male,Manufacturing,1972,Technicians and trades workers - Automotive and Engineering Trades Workers,2,1,2,3,2,3,3,1,2
917,Female,Financial and Insurance,1960,Clerical and administrative workers - Office Managers and Program Administrators,5,2,2,2,5,5,5,5,5
918,Female,Public Administration and Safety,1967,Managers - Specialist Managers,1,1,4,5,1,1,4,1,5
919,Male,Financial and Insurance,1989,Sales workers - Sales Representatives and Agents,4,4,4,4,4,4,4,4,4
920,Male,Retail Trade,1985,Community and personal service workers - Hospitality Workers,4,4,4,4,4,4,4,4,4
921,Male,"Professional, Scientific and Technical",1965,Professionals - ICT Professionals,3,5,5,1,4,5,4,5,4
922,Male,Construction,1973,Managers - Specialist Managers,5,5,5,1,5,5,5,5,3
923,Male,Information Media and Telecommunications,1965,Managers - Specialist Managers,1,1,1,4,1,3,1,2,4
924,Male,Other Services,1963,"Managers - Chief Executives, General Managers and Legislators",5,4,5,4,4,5,4,5,2
925,Female,Other Services,1975,"Managers - Chief Executives, General Managers and Legislators",1,1,1,1,1,4,1,1,2
926,Male,"Professional, Scientific and Technical",1995,"Professionals - Business, Human Resource and Marketing Professionals",4,2,4,2,5,5,3,4,4
927,Male,Manufacturing,1987,"Managers - Chief Executives, General Managers and Legislators",5,5,5,1,2,4,1,5,4
928,Male,Information Media and Telecommunications,1967,Professionals - ICT Professionals,2,2,5,5,3,5,2,2,2
929,Male,Health Care and Social Assistance,1971,Managers - Specialist Managers,5,4,5,3,5,5,5,5,2
930,Male,"Professional, Scientific and Technical",1975,Managers - Specialist Managers,5,5,5,5,5,5,5,5,4
931,Male,Information Media and Telecommunications,1958,Professionals - ICT Professionals,5,5,5,1,5,5,5,5,5
932,Male,Other Services,1957,Clerical and administrative workers - General Clerical Workers,4,4,4,4,4,5,3,4,4
933,Male,"Transport, Postal and Warehousing",1989,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,2,3,4,4,3
934,Female,Financial and Insurance,1999,"Professionals - Business, Human Resource and Marketing Professionals",4,4,5,4,4,3,4,4,3
935,Male,Health Care and Social Assistance,1985,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,4,5,5,5,5
936,Male,Information Media and Telecommunications,1963,Professionals - ICT Professionals,5,4,4,5,4,5,5,5,5
937,Female,Health Care and Social Assistance,1986,Managers - Specialist Managers,1,1,1,3,1,4,1,1,5
938,Female,Financial and Insurance,1987,"Professionals - Business, Human Resource and Marketing Professionals",3,5,5,3,5,5,5,5,5
939,Female,Administrative and Support,1980,"Managers - Chief Executives, General Managers and Legislators",3,2,4,4,2,4,2,4,5
940,Male,Wholesale Trade,1992,Clerical and administrative workers - General Clerical Workers,5,5,5,5,4,4,5,5,4
941,Female,Financial and Insurance,1983,Managers - Specialist Managers,4,4,5,5,4,4,5,5,5
942,Female,Financial and Insurance,1971,Managers - Specialist Managers,3,2,2,4,2,4,4,4,3
943,Female,Other Services,1973,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,2,3,4,5,2,4,2
944,Female,"Professional, Scientific and Technical",1967,Professionals - ICT Professionals,5,5,5,5,5,4,5,4,4
945,Male,Retail Trade,1982,"Professionals - Business, Human Resource and Marketing Professionals",4,5,4,2,5,5,5,5,4
946,Female,"Professional, Scientific and Technical",1977,"Professionals - Legal, Social and Welfare Professionals",4,2,3,3,5,3,5,3,3
947,Female,"Professional, Scientific and Technical",1966,Managers - Specialist Managers,5,5,5,3,5,5,5,5,4
948,Female,Information Media and Telecommunications,1982,"Professionals - Design, Engineering, Science and Transport Professionals",3,3,2,4,4,3,4,3,2
949,Female,Administrative and Support,1976,Clerical and administrative workers - Personal Assistants and Secretaries,4,2,2,5,2,4,2,4,4
950,Female,"Professional, Scientific and Technical",1971,Managers - Specialist Managers,4,4,5,4,5,4,3,4,3
951,Male,Wholesale Trade,1976,Sales workers - Sales Representatives and Agents,5,5,5,5,5,5,5,5,3
952,Male,Administrative and Support,1997,Clerical and administrative workers - Office Managers and Program Administrators,5,5,4,4,4,5,5,5,4
953,Male,Education and Training,1989,Professionals - Education Professionals,4,2,3,5,4,4,5,4,4
954,Female,Education and Training,1971,Labourers - Factory Process Workers,5,5,5,1,5,3,5,5,4
955,Male,Manufacturing,1999,Sales workers - Sales Support Workers,5,1,1,5,1,1,1,1,1
956,Male,Information Media and Telecommunications,1997,Professionals - ICT Professionals,4,2,4,4,5,5,4,5,4
957,Male,Manufacturing,1969,Professionals - ICT Professionals,5,4,4,5,3,5,4,4,4
958,Male,Education and Training,2000,Professionals - Education Professionals,3,3,3,3,3,2,3,3,3
959,Female,Education and Training,1991,Professionals - Education Professionals,2,1,1,4,2,1,3,3,4
960,Female,Financial and Insurance,1958,Professionals - ICT Professionals,5,5,5,2,5,5,4,5,5
961,Male,Information Media and Telecommunications,1966,Managers - Specialist Managers,3,4,4,3,3,3,4,5,3
962,Female,Public Administration and Safety,1977,Clerical and administrative workers - Other Clerical and Administrative Workers,4,2,2,4,2,2,2,2,2
963,Female,Health Care and Social Assistance,2000,Community and personal service workers - Health and Welfare Support Workers,4,2,4,3,4,4,4,4,4
964,Female,Manufacturing,1994,Professionals - ICT Professionals,4,3,5,5,4,4,4,4,2
965,Male,Wholesale Trade,1963,Managers - Specialist Managers,4,3,4,5,4,4,3,3,5
966,Male,Accommodation and Food,1972,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,4,4,4,4,4
967,Male,Retail Trade,1986,"Professionals - Business, Human Resource and Marketing Professionals",5,3,3,5,3,4,3,5,4
968,Male,Retail Trade,1991,Professionals - Education Professionals,4,2,4,4,5,4,3,4,4
969,Male,Public Administration and Safety,1974,Community and personal service workers - Protective Service Workers,1,1,1,1,3,4,4,3,4
970,Female,Public Administration and Safety,1967,"Managers - Chief Executives, General Managers and Legislators",1,1,4,1,1,1,4,1,4
971,Female,Other Services,1963,Clerical and administrative workers - Other Clerical and Administrative Workers,3,3,3,3,3,3,3,3,3
972,Male,Accommodation and Food,1984,Professionals - ICT Professionals,4,5,1,1,4,5,5,4,5
973,Female,"Rental, Hiring and Real Estate",1987,"Managers - Hospitality, Retail and Service Managers",3,4,4,4,4,3,3,3,4
974,Male,Information Media and Telecommunications,1985,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5
975,Female,Financial and Insurance,1965,"Professionals - Business, Human Resource and Marketing Professionals",5,3,3,4,5,4,5,5,4
976,Female,Education and Training,1993,Professionals - Education Professionals,2,1,1,4,4,5,4,3,4
977,Male,Administrative and Support,1990,Professionals - Arts and Media Professionals,5,4,5,5,5,5,4,5,4
978,Female,Health Care and Social Assistance,1960,Clerical and administrative workers - Office Managers and Program Administrators,1,1,4,1,1,5,1,5,5
979,Female,Education and Training,1974,Professionals - Education Professionals,4,5,5,5,3,4,4,5,3
980,Female,Other Services,1969,Professionals - Arts and Media Professionals,5,5,5,1,5,3,3,3,3
981,Female,Financial and Insurance,1976,"Professionals - Business, Human Resource and Marketing Professionals",2,4,4,4,4,5,5,3,4
982,Female,Administrative and Support,1989,Clerical and administrative workers - Other Clerical and Administrative Workers,5,1,1,2,5,1,2,3,4
983,Male,Financial and Insurance,1988,Managers - Specialist Managers,5,4,5,5,4,2,5,5,2
984,Male,"Professional, Scientific and Technical",1995,"Professionals - Design, Engineering, Science and Transport Professionals",4,3,3,4,3,4,5,4,3
985,Female,Accommodation and Food,1961,"Managers - Hospitality, Retail and Service Managers",2,1,4,3,4,2,4,3,1
986,Female,Education and Training,1957,Professionals - Education Professionals,5,4,5,3,5,5,4,3,5
987,Female,Arts and Recreation,1988,Professionals - Arts and Media Professionals,4,3,3,4,4,4,4,4,4
988,Other,Information Media and Telecommunications,1988,"Professionals - Legal, Social and Welfare Professionals",4,4,4,5,3,3,5,3,2
989,Female,"Rental, Hiring and Real Estate",1996,"Professionals - Business, Human Resource and Marketing Professionals",4,3,3,4,3,3,3,4,3
990,Female,Education and Training,1990,Professionals - Arts and Media Professionals,5,4,4,5,5,4,5,5,4
991,Female,"Professional, Scientific and Technical",1973,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,4,5,5,4
992,Female,Education and Training,1957,Professionals - Education Professionals,5,1,1,1,4,2,5,5,3
993,Male,Information Media and Telecommunications,1993,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,3,3,3,3,3,3,3,3
994,Female,Other Services,1973,"Managers - Hospitality, Retail and Service Managers",3,4,4,2,4,4,1,4,2
995,Female,Education and Training,1978,Professionals - Education Professionals,2,2,2,4,4,3,3,4,2
996,Female,Administrative and Support,1967,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,5,1,5,1,4,1
997,Female,Financial and Insurance,1997,Clerical and administrative workers - General Clerical Workers,3,4,3,4,3,3,3,4,4
998,Female,Public Administration and Safety,1973,Managers - Specialist Managers,1,1,5,5,4,4,4,4,5
999,Male,Financial and Insurance,1999,Sales workers - Sales Support Workers,3,3,3,3,3,3,3,3,3
1000,Female,Other Services,1965,Professionals - Education Professionals,3,2,3,4,3,3,4,2,2
1001,Female,Arts and Recreation,1983,"Managers - Chief Executives, General Managers and Legislators",4,2,4,4,4,4,4,4,4
1002,Male,"Professional, Scientific and Technical",1988,Professionals - ICT Professionals,5,5,5,2,5,5,5,4,5
1003,Female,Financial and Insurance,1973,"Professionals - Legal, Social and Welfare Professionals",5,5,5,1,4,4,5,5,4
1004,Female,Health Care and Social Assistance,1968,Managers - Specialist Managers,5,5,5,4,5,4,4,5,5
1005,Female,Other Services,1971,Managers - Specialist Managers,2,1,2,2,2,2,2,1,2
1006,Female,Other Services,1968,Clerical and administrative workers - General Clerical Workers,4,2,4,4,5,5,1,5,5
1007,Female,Other Services,1991,"Professionals - Legal, Social and Welfare Professionals",2,3,3,3,3,2,4,3,3
1008,Female,Accommodation and Food,1957,"Managers - Hospitality, Retail and Service Managers",1,2,1,2,4,5,2,5,3
1009,Female,Financial and Insurance,1977,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,5,5,4,4,5,5
1010,Female,Financial and Insurance,1978,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,3,5,5,5
1011,Female,Public Administration and Safety,1990,Clerical and administrative workers - Clerical and Office Support Workers,2,1,1,5,3,4,4,4,4
1012,Female,Administrative and Support,1961,Managers - Specialist Managers,4,5,5,3,4,5,4,5,3
1013,Male,Information Media and Telecommunications,1993,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,4,5,5
1014,Female,Health Care and Social Assistance,2002,Clerical and administrative workers - Inquiry Clerks and Receptionists,5,2,1,1,2,3,3,4,3
1015,Female,Financial and Insurance,1964,"Professionals - Business, Human Resource and Marketing Professionals",5,1,1,3,5,5,4,5,4
1016,Male,"Electricity, Gas, Water and Waste",1966,Sales workers - Sales Representatives and Agents,2,2,3,3,2,3,3,2,2
1017,Male,Manufacturing,1988,"Professionals - Design, Engineering, Science and Transport Professionals",5,3,5,4,4,3,5,5,3
1018,Male,"Professional, Scientific and Technical",1989,"Professionals - Legal, Social and Welfare Professionals",3,4,3,5,4,4,5,5,3
1019,Male,Retail Trade,1995,"Professionals - Business, Human Resource and Marketing Professionals",4,3,4,1,5,4,5,4,5
1020,Male,Retail Trade,1986,"Managers - Hospitality, Retail and Service Managers",2,2,2,5,1,1,2,3,3
1021,Female,"Professional, Scientific and Technical",1983,"Professionals - Legal, Social and Welfare Professionals",5,4,5,2,5,1,4,4,4
