Response ID,What is your gender?  ,Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My direct manager has discretion to allow or deny remote work","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? It was common for people in my organization to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? t was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? I could easily collaborate with colleagues when working remotely","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Sleep"
1141,Male,"Transport, Postal and Warehousing",Technicians and trades workers - Automotive and Engineering Trades Workers,5,5,5,4,5,4,4,5,5,0,7,5,5,7,0,7,5,5,7
1142,Male,"Transport, Postal and Warehousing",Technicians and trades workers - Automotive and Engineering Trades Workers,2,2,3,3,2,3,3,3,3,2,8,4,2,8,2,8,3,3,8
1143,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,5,3,1,4,4,1,4,4,5,4,7,2,4,7,0.5,7.5,2,6,8
1144,Male,Wholesale Trade,Clerical and administrative workers - Numerical Clerks,3,4,2,3,2,4,3,3,3,2,8,4,3,7,0,8,4,4,8
1145,Female,Health Care and Social Assistance,Professionals - Health Professionals,4,3,3,4,4,3,2,4,4,3,7,2,4,8,0.5,7,3,5.5,8
1146,Female,Financial and Insurance,Managers - Specialist Managers,4,1,1,5,5,5,4,4,4,2.5,8,4,2.5,7,0.5,8,4,4.5,7
1147,Female,Education and Training,Professionals - Education Professionals,3,2,4,4,2,5,5,2,2,2.5,8.5,4.5,2,6.5,0.5,10,4.5,2.5,6.5
1148,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,4,3,4,4,4,4,2,10,3,3,6,0,10,3,4,7
1149,Female,Other Services,Sales workers - Sales Assistants and Salespersons,3,3,3,3,3,3,4,2,3,1,8,3,2,10,1,8,3,2,10
1150,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,1,1,5,5,5,5,5,5,2,8,5,5,4,2,8,5,5,4
1151,Female,Education and Training,Managers - Specialist Managers,4,2,2,4,5,4,5,5,4,1.5,8,4,3.5,7,0.5,8,4,4.5,7
1152,Male,Wholesale Trade,Technicians and trades workers - Construction Trades Workers,5,5,5,4,5,4,4,4,5,10,12,0.5,0.5,1,5,10,3,3,3
1153,Female,Information Media and Telecommunications,Professionals - ICT Professionals,4,4,4,3,4,5,4,5,3,2.5,9,2,3.5,7,0.5,10.5,2,4,7
1154,Male,Administrative and Support,Managers - Specialist Managers,5,5,4,4,5,5,4,4,4,0.5,7,3,6,7.5,0.5,7,3,6,7.5
1155,Female,Manufacturing,Managers - Farmers and Farm Managers,5,5,5,5,5,4,5,5,4,4,5,5,4,6,5,5,4,3,7
1156,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",5,5,4,4,4,4,5,5,5,1,8,5,2,8,2,8,2,4,8
1157,Female,Wholesale Trade,"Managers - Hospitality, Retail and Service Managers",5,4,5,4,5,5,5,5,5,1,7,4,5,7,0.5,9,3,3.5,8
1158,Female,Accommodation and Food,"Professionals - Business, Human Resource and Marketing Professionals",4,2,4,5,5,5,5,4,4,2,8,2,4,8,0.5,8,3,4.5,8
1159,Male,Financial and Insurance,Sales workers - Sales Support Workers,3,1,2,4,4,3,3,3,2,2,9,2,4,7,0.5,9.5,3,4,7
1160,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",4,4,4,1,5,5,5,5,5,1,6,1,8,8,1,6,1,8,8
1161,Female,Education and Training,Clerical and administrative workers - Personal Assistants and Secretaries,1,1,1,1,3,3,3,3,3,1,8,4,4,7,2,8,6,1,7
1162,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,5,4,4,4,4,5,2,5,4,1,8,2,5,8,0.5,9,2,4.5,8
1163,Female,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",3,4,4,2,4,3,5,3,3,1.5,11.5,2,2,7,1,5,4,5,9
1164,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,4,4,4,4,5,5,4,4,5,3,8,3,4,6,0,8,5,5,6
1165,Female,Education and Training,Professionals - Education Professionals,4,4,4,4,4,4,4,4,4,1,7,1,8,7,0.5,7,1,8.5,7
1166,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,5,3,3,4,3,3,3,3,3,0,9,3,4,8,0,9,3,4,8
1167,Female,Financial and Insurance,Clerical and administrative workers - Other Clerical and Administrative Workers,2,1,2,5,4,5,4,4,2,2.5,8,4,1.5,8,0.5,8,3,3.5,9
1168,Male,Retail Trade,Sales workers - Sales Assistants and Salespersons,5,4,4,5,4,5,4,5,4,2,8,2,4,8,0.5,8,4,3.5,8
1169,Female,Education and Training,Professionals - Education Professionals,5,1,1,1,2,3,2,2,4,1,6,5,4,8,1,8,5,3,7
1170,Female,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",5,4,4,5,4,5,4,5,4,3,7.5,1.5,2,10,4,8,1,2,9
1171,Female,Manufacturing,Managers - Specialist Managers,3,3,4,4,5,4,4,5,5,3,8,1,4,8,0,10,2,3,9
1172,Male,Wholesale Trade,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,3,3,3,3,3,3,3,3,1,8,2,8,5,1,8,4,6,5
1173,Female,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",5,4,5,4,4,5,4,5,5,4,6,3,4,7,4,4,4,4,8
1174,Female,Wholesale Trade,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,3,5,5,5,2,8,2,3,9,0,8,2,5,9
1175,Female,Arts and Recreation,"Managers - Hospitality, Retail and Service Managers",4,4,5,4,5,5,5,5,5,1,8,4,3,8,0,8,3,5,8
1176,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",1,1,1,2,1,1,2,1,1,3,7,2,5,7,1,7,2,7,7
1177,Female,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",2,2,3,3,3,3,4,4,4,1,10,3,3,7,1,10,2,3,8
1178,Female,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,5,4,5,2,4,4,4,5,4,2,7,5,2,8,0,7,4,5,8
1179,Male,Other Services,Sales workers - Sales Assistants and Salespersons,4,3,2,1,2,2,4,4,1,2,9,3,3,7,1,7,3,5,8
1180,Female,Retail Trade,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,1,4,5,4,3,4,1,8,3,5,7,0.5,7,4,5.5,7
1181,Female,Arts and Recreation,Managers - Specialist Managers,2,5,2,4,5,4,5,5,4,4,12,0,3,5,1,10,4,4,5
1182,Female,Education and Training,Managers - Specialist Managers,3,2,3,4,3,3,4,3,2,5,8,2,2,7,6,8,2,1,7
1183,Male,Manufacturing,Technicians and trades workers - Automotive and Engineering Trades Workers,3,4,4,5,4,3,2,3,5,3,8,3,1,9,0,9,3,4,8
1184,Female,Other Services,Labourers - Factory Process Workers,1,1,1,3,1,3,3,3,4,2,9,5,3,5,3,9,5,2,5
1185,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",4,5,4,4,4,5,3,3,4,3,2,3,5,11,2,6,2,2,12
1186,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,4,4,4,4,4,4,3,4,2,1,9,2,5,7,0.5,9,2.5,5,7
1187,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",5,4,5,5,4,2,4,4,4,1,9,3,2,9,0.5,10,3,1.5,9
1188,Female,Information Media and Telecommunications,Professionals - Arts and Media Professionals,1,1,1,4,5,5,5,5,2,0.5,8.6,1,4,9.9,0,7.6,2,5,9.4
1189,Male,Manufacturing,Clerical and administrative workers - Clerical and Office Support Workers,3,3,3,3,3,3,3,3,3,6,6,6,6,0,4,4,4,6,6
1190,Male,Construction,Labourers - Other Labourers,3,3,4,3,3,3,3,3,3,2,10,2,2,8,0,10,2,4,8
1191,Female,Health Care and Social Assistance,Professionals - Health Professionals,5,5,5,1,3,5,4,5,4,1,8,4,4,7,0.25,8,4,4.7,7
1192,Male,"Transport, Postal and Warehousing",Managers - Specialist Managers,4,5,4,2,5,4,4,4,3,2,9,2,5,6,0,10,2,5,7
1193,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,3,5,5,5,3,5,2,4,2,12,4,4,2,5,6,8,2,3
1194,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",4,5,5,5,5,5,5,5,5,3,10,2,2,7,1,10,2,4,7
1195,Female,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",1,1,1,4,1,2,1,1,4,3,9,3,3,6,1,8,3,4,8
1196,Female,"Professional, Scientific and Technical",Professionals - ICT Professionals,4,3,2,4,3,4,3,3,4,2,8,2,4,8,2,8,2,4,8
1197,Female,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,5,5,5,5,4,2,12,1,1,8,0,10,2,2,10
1198,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",3,2,2,4,2,3,3,3,4,2,8,4,2,8,3,8,4,1,8
1199,Male,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",4,4,4,2,4,2,5,5,4,2.5,10,0,3.5,8,0,10,0,6,8
1200,Female,Education and Training,Professionals - Education Professionals,4,4,4,4,4,4,4,4,4,2,6,4,4,8,2,7,4,3,8
1201,Male,"Agriculture, Forestry and Fishing","Managers - Chief Executives, General Managers and Legislators",4,3,5,5,5,4,4,2,3,1,5,2,6,10,1,5,3,5,10
1202,Female,Education and Training,Managers - Specialist Managers,4,3,2,3,3,2,3,3,4,3,6,3,4,8,3,6,3,4,8
1203,Male,Financial and Insurance,Managers - Specialist Managers,4,3,4,4,5,5,4,5,5,1.5,8.5,3,4,7,0,8,3,6,7
1204,Male,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",2,4,4,2,3,3,3,3,3,3.5,7,3.5,2,8,0.5,8,3,4.5,8
1205,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,4,3,4,3,3,4,5,3,4,3,4,2,8,7,4,4,2,7,7
1206,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",3,3,4,3,4,3,2,3,2,5,8,3,3,5,5,8,3,3,5
1207,Male,Construction,Clerical and administrative workers - Inquiry Clerks and Receptionists,5,5,5,5,5,5,5,4,5,1,7,5,4,7,1,7,5,4,7
1208,Male,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5,2,8,4,2,8,2,8,4,2,8
1209,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",4,2,2,5,3,2,3,4,4,2,9,2,5,6,1,12,3,3,5
1210,Male,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,4,5,4,5,5,4,4,4,8,2,1,9,5,8,1,2,8
1211,Female,Health Care and Social Assistance,Technicians and trades workers - Food Trades Workers,5,5,5,4,5,4,5,5,4,4,8.5,2.5,1,8,5,8,3,1,7
1212,Female,Other Services,Labourers - Other Labourers,5,2,5,4,3,4,4,5,5,0.25,9.7,2,5,7,0.5,10,2,5,6.5
1213,Female,Administrative and Support,Clerical and administrative workers - General Clerical Workers,4,5,3,4,5,4,5,5,4,1,8,4,3,8,0,8,4,4,8
1214,Female,"Professional, Scientific and Technical",Technicians and trades workers - Other Technicians and Trades Workers,3,2,1,5,1,3,5,1,1,1,8,3,4,8,0,9,3,4,8
1215,Female,Retail Trade,Community and personal service workers - Carers and Aides,4,4,4,1,5,5,4,5,5,1,8,2,5,8,0,7,3,6,8
1216,Male,"Electricity, Gas, Water and Waste",Clerical and administrative workers - General Clerical Workers,3,3,3,3,4,3,3,3,3,4,8,1,1,10,5,5,5,5,4
1217,Female,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,4,2,4,5,3,4,4,3,5,1.5,8.5,3,2,9,0,8.5,2,3.5,10
1218,Male,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,4,2,3,4,4,2,4,4,2,0.5,7.5,4,4,8,0,7.5,5,3.5,8
1219,Female,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",1,1,1,5,1,2,2,2,4,2.5,9,1.5,2,9,0.5,9,2,3.5,9
1220,Male,Health Care and Social Assistance,Professionals - Health Professionals,3,4,5,4,4,4,5,5,5,8,4,2,3,7,4,6,3,4,7
1221,Female,Education and Training,Clerical and administrative workers - Office Managers and Program Administrators,3,4,4,4,4,4,5,4,4,1,7.5,2,5,8.5,0,6,5,5,8
1222,Male,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,5,1,5,5,5,5,5,4,8,2,2,8,0.5,9,4.5,2,8
1223,Male,Information Media and Telecommunications,Managers - Specialist Managers,5,5,5,4,5,5,5,5,5,0.5,8,3,5,7.5,0,8,4,4.5,7.5
1224,Male,Information Media and Telecommunications,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,3,5,5,5,5,5,0,7,1,8,8,0,7,1,8,8
1225,Female,Other Services,Professionals - Health Professionals,4,2,3,4,4,2,3,4,3,0.5,7,4,3.5,9,0.25,7,4,3.7,9
1226,Female,Other Services,"Professionals - Legal, Social and Welfare Professionals",5,5,5,3,5,5,5,5,5,0,8,2,6,8,0,8,2,6,8
1227,Female,Public Administration and Safety,Community and personal service workers - Protective Service Workers,4,4,5,4,3,5,5,4,5,2,7,3,4,8,2,7,2,5,8
1228,Male,Public Administration and Safety,"Professionals - Design, Engineering, Science and Transport Professionals",3,2,3,5,2,3,3,3,4,2,9,2,5,6,0.25,9.5,3,5.25,6
1229,Male,Health Care and Social Assistance,Clerical and administrative workers - Clerical and Office Support Workers,3,3,3,3,4,4,4,4,4,2,6,7,2,7,1,8,4,4,7
1230,Female,Education and Training,Professionals - Education Professionals,2,4,4,5,5,4,5,5,4,1,8,3,4,8,0,8,4,4,8
1231,Male,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",4,5,5,5,4,5,4,5,3,2,8,3,3,8,0,9,3,4,8
1232,Female,Education and Training,Professionals - Education Professionals,2,2,2,2,2,2,4,4,4,3,8,2,3,8,3,8,3,3,7
1233,Male,Other Services,Managers - Specialist Managers,5,5,5,5,5,4,5,5,5,0.5,6.5,4,4,9,1,7,4,4,8
1234,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,5,0.5,8,1,6.5,8,0.5,8,1.5,6,8
1235,Male,Mining,"Technicians and trades workers - Engineering, ICT and Science Technicians",5,5,5,5,4,5,5,5,4,1.5,10,1,4,7.5,0.5,10,1,4,8.5
1236,Male,Education and Training,Professionals - Education Professionals,4,5,5,5,5,1,5,5,4,0.5,8,3,5,7.5,0,8,3,5.5,7.5
1237,Male,Education and Training,Professionals - Education Professionals,2,1,1,3,2,3,1,5,4,4,6,1.5,3.5,9,3,6,2,4,9
1238,Male,Information Media and Telecommunications,Professionals - ICT Professionals,3,2,3,4,4,5,5,5,5,7,7.5,1,2,6.5,0,8,2,4,10
1239,Male,Wholesale Trade,Technicians and trades workers - Construction Trades Workers,2,3,2,1,1,1,2,2,3,12,6,2,2,2,5,5,6,2,6
1240,Female,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,4,1,1,4,4,4,4,2,3,1.5,7.5,4,3,8,0.5,7.5,4,4,8
1241,Male,Retail Trade,Sales workers - Sales Assistants and Salespersons,4,4,4,3,3,4,2,4,4,0.5,8,2,5.5,8,0,8,2,6,8
1242,Male,Other Services,Labourers - Other Labourers,4,5,4,3,5,5,5,5,5,3,4,6,4,7,2,8,2,5,7
1243,Male,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",3,2,2,4,2,2,4,3,4,4,10,2,2,6,0,10,4,4,6
1244,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",4,4,4,5,2,3,3,4,4,0.5,8.5,3,6,6,0,8.5,3,6.5,6
1245,Female,Education and Training,Managers - Specialist Managers,4,4,5,5,5,5,4,5,5,2,6,4,4,8,0,8,3,5,8
1246,Female,Education and Training,Professionals - Education Professionals,5,1,1,1,5,5,5,5,5,2,3,6,5,8,1,3,6,5,9
1247,Male,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",3,3,4,2,4,3,3,3,3,1,8,2,5,8,1,9,4,5,5
1248,Male,Manufacturing,"Technicians and trades workers - Engineering, ICT and Science Technicians",1,1,4,5,1,2,2,3,4,1.5,7.5,2,6,7,0,8,2,7,7
1249,Male,Financial and Insurance,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5,2,7.5,1,5.5,8,0,7.5,1,7.5,8
1250,Male,Information Media and Telecommunications,Clerical and administrative workers - Inquiry Clerks and Receptionists,3,3,4,2,4,2,4,3,3,1,8,1,7,7,0,8,1,8,7
1251,Male,Other Services,Clerical and administrative workers - General Clerical Workers,1,1,1,4,1,1,1,1,5,2,8,2,4,8,0,8,2,6,8
1252,Male,"Transport, Postal and Warehousing","Managers - Hospitality, Retail and Service Managers",2,2,4,4,3,4,3,3,4,0.7,8,2,5.3,8,0,8.5,3,4.5,8
1253,Female,Education and Training,Professionals - Education Professionals,3,2,1,4,3,2,3,2,2,1.5,5,2,7.5,8,1,5,2,8,8
1254,Female,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",1,1,1,5,1,1,1,1,1,1.5,8,3.5,5,6,0.5,10,2.5,3,8
1255,Male,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",3,4,4,3,3,4,2,4,4,2,8,4,2,8,0.5,8,5.5,2,8
1256,Female,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,3,2,2,4,5,5,5,5,5,0.5,7,1,7.5,8,0,7,1,8,8
1257,Male,Other Services,Professionals - Education Professionals,4,1,1,4,4,2,3,4,3,2,8,4,4,6,0.5,7,4.5,5,7
1258,Female,Education and Training,Professionals - ICT Professionals,1,1,2,2,1,4,1,2,5,2,7.5,4.5,3,7,0.5,7.5,4.5,4,7.5
1259,Female,Other Services,Sales workers - Sales Representatives and Agents,5,5,5,4,5,5,5,5,4,2.5,8,4.5,1,8,0.5,8,4.5,3,8
1260,Male,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",3,2,4,4,4,4,5,5,3,5,7,,5,7,5,7,,5,7
1261,Male,Education and Training,Professionals - Education Professionals,4,4,5,4,5,5,5,5,2,1.5,7.5,2,6,7,0,8.5,2,6.5,7
1262,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",4,4,5,5,5,3,5,4,2,0.5,10,1,5,7.5,0.5,8,2,5.5,8
1263,Female,Other Services,Managers - Specialist Managers,5,5,5,5,5,5,5,5,5,2,12,0,3,7,1,12,1,3,7
1264,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,4,5,2,1,10,1,5,7,1,10,1,5,7
1265,Male,"Transport, Postal and Warehousing","Professionals - Design, Engineering, Science and Transport Professionals",4,3,3,4,4,2,4,3,4,4,7.5,4,2,6.5,0,9,2.5,5,7.5
1266,Male,Financial and Insurance,Managers - Farmers and Farm Managers,5,4,3,4,5,5,5,4,2,4,3,8,8,1,4,10,3,2,5
1267,Male,Other Services,Professionals - Health Professionals,5,5,5,1,5,4,4,5,5,0.5,4,2,7.5,10,0.5,4,2,7.5,10
1268,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",3,3,3,3,3,3,3,3,3,1,8,2,6,7,0,7,2,7,8
1269,Female,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,5,5,4,5,4,1.5,9.5,2,3,8,0.5,9.5,2,4,8
1270,Male,Other Services,Professionals - Arts and Media Professionals,3,5,5,5,4,4,3,4,4,2,10,2,2,8,0,10,2,4,8
1271,Female,"Professional, Scientific and Technical",Professionals - Arts and Media Professionals,5,5,5,1,5,5,5,5,4,0,3,10,3,8,0,3,10,3,8
1272,Male,"Electricity, Gas, Water and Waste","Managers - Chief Executives, General Managers and Legislators",5,5,4,5,5,5,5,5,5,1,7.5,2.5,5,8,0.5,7.5,3,6,7
1273,Female,Public Administration and Safety,"Professionals - Design, Engineering, Science and Transport Professionals",2,3,4,3,3,4,4,3,4,4,6,1,5,8,4,6,1,5,8
1274,Male,Education and Training,Managers - Specialist Managers,2,5,2,4,4,4,4,3,4,1,7,2,8,6,0.5,7,2,6,8.5
1275,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,1,8,3,5,7,0,8,3,6,7
1276,Male,"Transport, Postal and Warehousing",Machinery operators and drivers - Road and Rail Drivers,3,3,1,4,2,3,2,4,2,3,8,2,3,8,1,8,2,5,8
1277,Male,Wholesale Trade,Sales workers - Sales Assistants and Salespersons,5,5,5,5,1,5,1,5,5,2,6,4,4,8,0,8,4,4,8
1278,Male,Education and Training,Professionals - Education Professionals,3,1,1,5,4,1,5,4,4,4,7,2,4,7,0,10,2,2,10
1279,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",1,2,2,4,2,1,2,2,5,3,11,2,2,6,0,10,3,3,8
1280,Female,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",3,5,5,3,4,1,3,4,4,1,8,6,2,7,0,8,6,3,7
1281,Male,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,3,2,2,3,2,1,9,1,5,8,1,10,3,5,5
1282,Male,"Professional, Scientific and Technical",Professionals - Health Professionals,5,5,5,5,4,2,4,5,2,2,8,2,2,10,2,8,2,2,10
1283,Female,Information Media and Telecommunications,Professionals - ICT Professionals,4,2,2,3,4,4,4,3,4,1.5,8,3,4,7.5,0.5,7.5,4,4,8
1284,Male,Information Media and Telecommunications,Community and personal service workers - Protective Service Workers,5,4,5,4,5,4,5,5,4,1,6,5,5,7,1,6,5,5,7
1285,Male,Information Media and Telecommunications,Community and personal service workers - Protective Service Workers,5,5,4,5,4,4,5,4,5,1,6,5,5,7,1,6,5,5,7
1286,Male,Arts and Recreation,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,3,5,5,5,5,5,1,7,4,4,8,0.5,7.5,4,4,8
1287,Male,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,4,5,4,4,5,5,2,8,1,5,8,0,9,1,6,8
1288,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",4,2,2,4,4,4,4,5,4,3,8,3,3,7,1,8,3,5,7
1289,Male,Financial and Insurance,Managers - Specialist Managers,5,5,5,5,5,5,3,5,5,2,6,4,4,8,4,3,4,5,8
1290,Female,Education and Training,Professionals - Education Professionals,1,1,1,1,1,4,1,1,5,1,8,1,6,8,0.5,8,1,6.5,8
1291,Female,Construction,Clerical and administrative workers - Office Managers and Program Administrators,1,1,1,5,1,5,5,1,5,1,12,2,2,7,1,12,2,2,7
1292,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,2,5,5,5,5,5,2.5,8,2,3.5,8,0,8,2,6,8
1293,Male,"Agriculture, Forestry and Fishing",Technicians and trades workers - Other Technicians and Trades Workers,5,5,5,3,3,4,4,4,3,2.5,7,1,6.5,7,2.5,7,1,6.5,7
1294,Male,Financial and Insurance,Clerical and administrative workers - Numerical Clerks,5,5,5,1,3,4,4,4,4,0,10,0,7,7,0,10,0,7,7
1295,Male,Administrative and Support,Community and personal service workers - Carers and Aides,4,3,4,3,4,4,3,1,4,4,8,0,5,7,1,8,3,4,8
1296,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",4,2,2,4,4,4,5,5,4,3,8,2,4,7,1,8,3,5,7
1297,Female,Public Administration and Safety,Managers - Specialist Managers,3,4,4,4,1,3,1,1,3,1,10,1,5,7,0.5,8.5,1,6.5,7.5
1298,Female,Education and Training,Clerical and administrative workers - General Clerical Workers,1,1,1,1,4,4,5,4,4,1,6,3,6,8,2,4,4,6,8
1299,Female,Public Administration and Safety,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,4,4,4,5,3,10,1,2,8,0.5,10,1.5,4,8
1300,Female,Education and Training,Professionals - Education Professionals,1,1,1,1,2,1,2,2,5,2.5,9.5,2.5,2,7.5,2,10.5,2.5,1.5,7.5
1301,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",3,3,4,3,5,4,5,5,1,2,8,4,3,7,1,8,5,3,7
1302,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,10,5,2
1303,Male,Financial and Insurance,Managers - Specialist Managers,4,5,5,3,4,5,4,5,5,3,5,6,5,5,3,3,3,5,10
1304,Female,Accommodation and Food,"Managers - Chief Executives, General Managers and Legislators",5,5,5,2,4,4,2,5,4,1.5,7,1.5,6,8,0,6,4,6,8
1305,Male,Health Care and Social Assistance,Professionals - Health Professionals,3,3,4,2,1,1,4,3,3,2,12,2,1,7,4,12,,1,7
1306,Female,Wholesale Trade,Sales workers - Sales Support Workers,5,2,2,2,5,5,5,5,5,1,8,3,5,7,0.5,8,3,5.5,7
1307,Female,"Rental, Hiring and Real Estate",Clerical and administrative workers - Other Clerical and Administrative Workers,5,2,2,5,2,5,3,5,2,0.5,6,3.5,6,8,0,6,4,6,8
1308,Female,Administrative and Support,Community and personal service workers - Health and Welfare Support Workers,5,5,5,5,2,5,2,5,5,0.25,8,2,5.75,8,0,8.75,2,5.25,8
1309,Male,Health Care and Social Assistance,Professionals - Health Professionals,2,4,4,3,2,2,1,2,4,2,7,3,4,8,0,7,4,5,8
1310,Female,Accommodation and Food,Labourers - Cleaners and Laundry Workers,3,3,2,1,4,3,4,4,4,5,5,5,5,4,4,5,5,5,5
1311,Female,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,4,1,5,5,5,5,5,0,8,5,3,8,0.5,7.5,5,3,8
1312,Female,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,4,5,5,5,5,5,10,8,0,0,6,0.5,8,2.5,5,8
1313,Female,Other Services,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,5,0.5,8,1,7,7.5,0,8,1,8,7
1314,Female,Administrative and Support,Professionals - Education Professionals,4,3,5,5,4,5,5,5,5,1,7,1,7,8,0,7,1,8,8
